X,Y,Label,b1_da_nang,b2_da_nang,b3_da_nang,b4_da_nang,b5_da_nang,b6_da_nang,b7_da_nang
837272.9,1765452,water,0.039896,0.046895,0.078259,0.055461,0.211661,0.109059,0.053852
826754.7,1780031,water,0.01373,0.02187,0.051515,0.02495,0.033063,0.023107,0.015682
828589.3,1765975,water,0.027453,0.030312,0.04893,0.033337,0.047418,0.023217,0.014775
843787.8,1772899,water,0.033475,0.046331,0.083539,0.057482,0.033833,0.015545,0.01164
844753.8,1774025,water,0.019505,0.034575,0.07511,0.052092,0.028717,0.018158,0.012905
846239.5,1770093,water,0.032526,0.036651,0.050415,0.041601,0.058445,0.053523,0.041189
845587,1770988,water,0.022943,0.033668,0.060672,0.043045,0.030257,0.017415,0.011668
830586,1783184,water,0.023231,0.032458,0.058816,0.036541,0.039044,0.022062,0.014844
845353.3,1774744,water,0.009784,0.028346,0.06851,0.043842,0.033915,0.023919,0.018556
842532.9,1771552,water,0.023713,0.030808,0.051158,0.034135,0.042302,0.02011,0.012767
842720.4,1771565,water,0.022489,0.02946,0.060054,0.038851,0.097138,0.05311,0.029969
845768.9,1776898,water,0.022283,0.034465,0.06202,0.045053,0.019367,0.014637,0.011997
831416.3,1773222,water,0.019477,0.025459,0.047308,0.028882,0.047142,0.021966,0.013867
846358.6,1775983,water,0.000296,0.017154,0.056396,0.033901,0.013455,0.01252,0.00966
848095.7,1771885,water,0.017718,0.026902,0.050305,0.040047,0.033833,0.026077,0.01901
844638.5,1768830,water,0.0332,0.042096,0.065815,0.045795,0.046854,0.026064,0.015944
845715.4,1771570,water,0.025472,0.034713,0.060123,0.043402,0.034905,0.025665,0.017085
829321.3,1783569,water,0.023479,0.032485,0.058541,0.042234,0.045602,0.01912,0.012217
829876.2,1765561,water,0.022283,0.026215,0.04816,0.028525,0.047528,0.017827,0.011888
844615.1,1781679,water,0.047445,0.055145,0.071645,0.047514,0.031578,0.016672,0.013125
845139.1,1777532,water,0.022145,0.034066,0.066227,0.042426,0.026902,0.019326,0.014528
845250.8,1779319,water,0.027975,0.03958,0.071508,0.042743,0.025087,0.016342,0.01197
832070.9,1778007,water,0.030148,0.034603,0.05927,0.047335,0.103792,0.063753,0.038727
845828.7,1774822,water,0.006745,0.025638,0.065842,0.040212,0.02187,0.016865,0.01351
831665.3,1770487,water,0.02297,0.024675,0.045768,0.03111,0.075275,0.032842,0.020715
845486,1777208,water,0.018089,0.030134,0.06521,0.041175,0.028979,0.022929,0.018322
830002.8,1783480,water,0.021526,0.031729,0.060439,0.047349,0.03496,0.020522,0.013084
844885.1,1770184,water,0.036816,0.046496,0.066943,0.051405,0.034548,0.019656,0.013208
845251.1,1778864,water,0.012382,0.027783,0.062089,0.037408,0.023905,0.014555,0.011832
843896.8,1772897,water,0.028786,0.042701,0.081944,0.053027,0.033282,0.015971,0.010953
834440.9,1785045,water,0.079606,0.087375,0.111121,0.086248,0.064852,0.056273,0.046758
